INSTNM,PREDDEG,ADM_RATE,NPT4_048_PUB,NPT4_048_PRIV,COSTT4_A,PCTPELL,C150_4,PCTFLOAN,CDR3,GRAD_DEBT_MDN,md_faminc,md_earn_wne_p10
Jackson State University,3,0.6464,13105,NULL,18724,0.6476,0.3852,0.7633,14.9,31000,21113,29500
Millsaps College,3,0.4745,NULL,20786,44435,0.2183,0.6318,0.5362,5.6,27000,65693,45200
University of Mississippi,3,0.5936,11459,NULL,21526,0.2975,0.5797,0.4625,7.5,21500,46826.5,40600
University of Mississippi Medical Center,3,NULL,NULL,NULL,NULL,0.2297,NULL,0.5375,7.5,21500,46826.5,40600
Mississippi University for Women,3,0.4349,9364,NULL,15935,0.4934,0.366,0.6237,11.8,16473,26756,34800
Mississippi Valley State University,3,0.2272,10026,NULL,17758,0.69,0.2598,0.7721,15.9,29038,17447,22400
Mississippi College,3,0.673,NULL,13942,25976,0.3646,0.5305,0.5983,5.9,26250,37912,38200
Mississippi State University,3,0.6482,14158,NULL,20796,0.3415,0.6105,0.5046,8.3,23250,41243.5,39600
Rust College,3,0.1386,NULL,8436,14466,0.8758,0.2019,0.8983,23.7,23974,19293,22900
Southeastern Baptist College,3,NULL,NULL,3922,6753,0.8846,0.6875,0,0,NULL,17072.5,NULL
University of Southern Mississippi,3,0.6631,11565,NULL,18781,0.4644,0.4513,0.6934,12,25000,29062,36200
Tougaloo College,3,0.3551,NULL,10840,20179,0.8498,0.495,0.8179,18.4,34500,24466,29500
William Carey University,3,0.4877,NULL,16972,23962,0.6601,0.6196,0.7997,7.6,23978.5,25265,34100
Avila University,3,0.6108,NULL,15955,34898,0.4332,0.4912,0.7291,7.9,26500,53028,41600
Baptist Bible College,3,NULL,NULL,11531,16646,0.4984,0.3496,0.5794,8.7,19950,47731,29500
Calvary Bible College and Theological Seminary,3,0.8696,NULL,13602,18781,0.4545,0.5,0.428,7.6,19105,35748,30600
Central Christian College of the Bible,3,0.5838,NULL,12813,26620,0.5435,0.4435,0.7327,8.6,15000,42984,28100
Central Methodist University-College of Liberal Arts and Sciences,3,0.6506,NULL,15011,32000,0.439,0.4407,0.7442,10.6,17285,44654,33400
University of Central Missouri,3,0.8083,12206,NULL,18355,0.3814,0.5358,0.6299,10.3,23450,56271,36600
Cleveland University-Kansas City,3,NULL,NULL,NULL,38183,0.443,0,0.9114,6.7,8625,32083,37800
Columbia College,3,NULL,NULL,12766,17611,0.5281,0.4084,0.5843,13.3,23470,32211.5,37600
Conception Seminary College,3,0.9524,NULL,23366,30766,0.3,0.6111,0.3,7.3,NULL,45413.5,NULL
Culver-Stockton College,3,0.5926,NULL,13620,33741,0.4785,0.4455,0.7906,10,25500,59583,36100
Drury University,3,0.8095,NULL,23876,32556,0.9259,0.5741,0.5407,17.1,23500,31562.5,32200
Evangel University,3,0.6425,NULL,18385,30988,0.4662,0.5291,0.9271,7,22975,58776,34000
Fontbonne University,3,0.6524,NULL,14917,30833,0.3852,0.4093,0.6967,8.1,27750,45291,40200
Hannibal-LaGrange University,3,0.6814,NULL,13835,27560,0.3819,0.6567,0.5661,8,19875,49635,33900
Harris-Stowe State University,3,NULL,9925,NULL,15610,0.7554,0.1037,0.814,29.6,24712.5,19450,27900
Barnes-Jewish College Goldfarb School of Nursing,3,NULL,NULL,NULL,NULL,0.2276,NULL,0.7943,1.7,20000,40874.5,54900
Kansas City Art Institute,3,0.643,NULL,20284,45824,0.4015,0.5789,0.6825,12.8,27000,67036,25800
Kenrick Glennon Seminary,3,0.9091,NULL,NULL,NULL,0.075,NULL,0,0,NULL,NULL,NULL
Lincoln University,3,NULL,9116,NULL,14906,0.541,0.2439,0.7856,25.4,26625,30160,30300
Lindenwood University,3,0.6629,NULL,19687,30193,0.352,0.4484,0.6477,4,27000,62127,39700
Logan University,3,NULL,NULL,NULL,NULL,0.1458,NULL,0.6042,2.9,7050,12339,36200
Maryville University of Saint Louis,3,0.7611,NULL,21750,37968,0.3376,0.6735,0.6802,6,24990,65418,44500
Westwood College-O'Hare Airport,3,NULL,NULL,24827,29479,0.7715,0.3676,0.7358,20.8,31126,25671,32400
Missouri Baptist University,3,0.6095,NULL,14706,30542,0.2158,0.4407,0.3499,7.8,22000,50739.5,33100
Missouri Southern State University,3,0.9728,8171,NULL,14143,0.6068,0.3708,0.6786,15.8,21500,32426,32800
Missouri Valley College,3,0.2218,NULL,14674,28754,0.4636,0.2494,0.6479,10,26800,49223.5,33400
Missouri Western State University,3,NULL,8536,NULL,15242,0.4253,0.3412,0.5339,16.5,23306,38705,32400
University of Missouri-Columbia,3,0.7861,13184,NULL,22387,0.216,0.7012,0.4864,5.5,22500,80508.5,46000
University of Missouri-Kansas City,3,0.33,15664,NULL,23437,0.3208,0.5131,0.4868,9.8,21187,40642,43100
Missouri University of Science and Technology,3,0.8215,11736,NULL,22102,0.2587,0.6257,0.5401,3.8,25000,71244,65500
University of Missouri-St Louis,3,0.7419,10362,NULL,22474,0.3036,0.4567,0.4279,8.6,22000,37821,40400
Truman State University,3,0.7219,9258,NULL,19689,0.1895,0.7168,0.437,3.8,21894,80910,42700
Northwest Missouri State University,3,0.7241,7947,NULL,17005,0.3557,0.5017,0.5949,9.5,24490,62365.5,38900
Ozark Christian College,3,NULL,NULL,10721,18674,0.4523,0.4806,0.5712,7,19000,46996,28200
College of the Ozarks,3,0.1301,NULL,11070,26813,0.6166,0.6454,0,0,NULL,32674.5,31700
Park University,3,0.9638,NULL,11458,21351,0.321,0.4345,0.44,9.8,21126,34549,43900
Research College of Nursing,3,NULL,NULL,NULL,NULL,0.1197,NULL,0.3463,7.7,15000,36510.5,54900
Rockhurst University,3,0.7543,NULL,16363,40582,0.1736,0.6921,0.5954,5.7,20162.5,73905.5,47600
Saint Louis University,3,0.6443,NULL,27096,52413,0.1415,0.6974,0.348,4.7,25000,87461,55200
Saint Louis Christian College,3,0.9886,NULL,9160,28581,0.5772,0.25,0.7439,14,24000,44069.5,29700
Southwest Baptist University,3,0.9022,NULL,16274,28948,0.4257,0.5185,0.5813,9.9,21220,45779.5,32800
Saint Luke's College of Health Sciences,3,NULL,NULL,NULL,NULL,0.2786,NULL,0.7023,1.8,23800,51266.5,60400
Stephens College,3,0.6756,NULL,21202,41309,0.5929,0.5856,0.8529,8.4,26250,58312,30700
Southeast Missouri State University,3,0.8546,9546,NULL,17093,0.3558,0.4891,0.5127,11.6,22459,47781,36000
Missouri State University-Springfield,3,0.851,11956,NULL,19117,0.3198,0.5337,0.5083,7.9,22375,57869.5,37200
Washington University in St Louis,3,0.1555,NULL,9464,62594,0.0616,0.9404,0.2207,3,20125,77947.5,62300
Webster University,3,0.5806,NULL,16581,37363,0.3501,0.5942,0.6536,5.6,25000,61052,39400
Westminster College,3,0.719,NULL,17323,33354,0.2844,0.6906,0.7596,9.1,27000,64767,41500
William Jewell College,3,0.5778,NULL,19204,42688,0.2757,0.5868,0.6559,5.2,26000,75990.5,40300
William Woods University,3,0.7514,NULL,18806,33016,0.3406,0.565,0.6207,4.8,22650.5,58119,34200
Carroll College,3,0.53,NULL,19145,38575,0.2167,0.6738,0.5598,1.7,27000,68497,44000
Montana State University-Billings,3,NULL,11368,NULL,15753,0.3917,0.4779,0.5305,11.4,19000,33434,32500
University of Great Falls,3,0.7272,NULL,15194,31310,0.4209,0.2963,0.5749,9.3,25000,31885,31000
Montana Tech of the University of Montana,3,0.8891,9657,NULL,16434,0.3597,0.4931,0.4962,14,19495.5,33463,39800
Montana State University,3,0.8449,13756,NULL,18486,0.3161,0.4941,0.4913,5.7,24801,49742,39700
The University of Montana,3,0.9423,11187,NULL,17440,0.3912,0.4708,0.5602,10.2,24776.5,36634,34100
Montana State University-Northern,3,1,13134,NULL,17290,0.4913,0.3656,0.6187,12.7,18022.5,30602,35300
Rocky Mountain College,3,0.6683,NULL,14563,32987,0.3734,0.4033,0.711,3.4,26000,52101,38200
The University of Montana-Western,3,NULL,8519,NULL,14947,0.4235,0.3704,0.586,13.2,25523.5,35528,31700
Bellevue University,3,NULL,NULL,20125,20250,0.2997,0.3942,0.4536,5.3,18000,46109,52200
Clarkson College,3,0.6056,NULL,16246,22322,0.3776,0.4839,0.7565,2.3,27245,60085.5,48100
Bryan College of Health Sciences,3,0.7167,NULL,20820,26429,0.3574,0.5556,0.7082,3.9,26210,49522,50500
Chadron State College,3,NULL,8475,NULL,15402,0.334,0.3325,0.4565,9.5,20401,44918,37500
Concordia University-Nebraska,3,0.7152,NULL,15501,33226,0.2242,0.6364,0.5395,3.6,25000,68665,36600
Creighton University,3,0.7665,NULL,20107,46248,0.191,0.7592,0.7041,2,23750,80669.5,57800
Doane College-Crete,3,0.7173,NULL,17774,36370,0.3386,0.6062,0.8425,2.7,22529,56267,42300
Grace University,3,0.5846,NULL,9261,27873,0.4906,0.5244,0.655,2,19500,49345.5,33400
Hastings College,3,0.7364,NULL,17852,35673,0.3124,0.5762,0.6912,4.8,27000,72062,40400
University of Nebraska at Kearney,3,0.8486,11972,NULL,19212,0.3442,0.5322,0.5002,5.1,21697,55165.5,38800
Nebraska Methodist College of Nursing & Allied Health,3,0.3333,NULL,15103,23987,0.3497,0.68,0.786,2.4,25000,48876,43900
Midland University,3,0.6832,NULL,18794,36214,0.4339,0.493,0.804,7.9,24250,64320,40100
Nebraska Christian College,3,NULL,NULL,15348,22658,0.6861,0.2444,0.8248,10.7,27000,51044,23800
University of Nebraska at Omaha,3,0.7078,9720,NULL,16860,0.3252,0.4211,0.4683,5.7,21000,57671,41800
University of Nebraska Medical Center,3,NULL,NULL,NULL,NULL,0.2274,NULL,0.6682,0.8,16000,46618.5,64200
Nebraska Wesleyan University,3,0.7689,NULL,17848,36429,0.2688,0.6849,0.6626,3,27000,74606,45500
University of Nebraska-Lincoln,3,0.6404,11609,NULL,21024,0.1979,0.6678,0.4022,4.4,22500,72140.5,43800
Peru State College,3,NULL,10534,NULL,15207,0.3296,0.401,0.4704,10.3,21282,44752.5,35800
College of Saint Mary,3,0.5701,NULL,15987,36592,0.4271,0.4194,0.7366,8,25500,35766,35800
Union College,3,0.5229,NULL,17642,30383,0.3555,0.372,0.7161,2.5,27250,49856,33300
Wayne State College,3,NULL,8833,NULL,15002,0.3967,0.4557,0.6599,6.4,21270,54876.5,36400
York College,3,0.489,NULL,16400,26127,0.4936,0.3933,0.75,9.6,27000,60482,32300
The Art Institute of Las Vegas,3,NULL,NULL,23795,29598,0.6488,0.3209,0.8525,24.6,21599,35404,25200
University of Nevada-Las Vegas,3,0.8512,9493,NULL,17478,0.3351,0.4288,0.3687,8.8,19491,36398.5,43500
University of Nevada-Reno,3,0.8396,12821,NULL,21398,0.2884,0.5139,0.3853,5.1,18743.5,45534,45500
Sierra Nevada College,3,NULL,NULL,21434,44600,0.3746,0.5522,0.6087,4.8,22500,43182,42500
Colby-Sawyer College,3,0.8312,NULL,17900,50644,0.3355,0.5439,0.7576,6.4,27000,90572,38600
Daniel Webster College,3,0.5992,NULL,21679,27321,0.3661,0.5356,0.8729,7.6,27000,74352,51900
Dartmouth College,3,0.0978,NULL,7648,61398,0.1364,0.947,0.2454,1.4,11625,78815,67100
Franklin Pierce University,3,0.8472,NULL,23639,44410,0.2441,0.4409,0.669,6.8,27000,68287,38000
New England College,3,0.8997,NULL,27020,46261,0.448,0.3979,0.7249,7.8,27000,72232.5,35600
Southern New Hampshire University,3,0.7866,NULL,29309,39677,0.4058,0.542,0.6931,6.8,22500,56925,41800
University of New Hampshire-Main Campus,3,0.7784,17448,NULL,29520,0.2238,0.7919,0.676,2.9,27000,88997,47300
Keene State College,3,0.8185,16464,NULL,24614,0.2387,0.634,0.7316,4,26000,83694,39900
University of New Hampshire at Manchester,3,0.7306,14984,NULL,21507,0.2473,0.4234,0.5114,2.9,27000,88997,47300
Plymouth State University,3,0.7748,15729,NULL,24828,0.2697,0.5596,0.752,6.4,27000,83925,37700
Rivier University,3,0.8928,NULL,18730,39525,0.2758,0.5907,0.6209,4.3,27000,77445,42800
Saint Anselm College,3,0.7365,NULL,23353,48016,0.1673,0.7447,0.7405,1.9,27000,101953,55300
Granite State College,3,NULL,14232,NULL,17576,0.4942,0.0857,0.6729,10.3,17665,35044,32100
Thomas More College of Liberal Arts,3,NULL,NULL,16520,31300,0.4526,0.4583,0.6737,7,27000,74918,NULL
Berkeley College-Woodland Park,3,NULL,NULL,18178,34369,0.6876,0.3118,0.837,20.3,21086,36173,36600
Beth Medrash Govoha,3,NULL,NULL,NULL,NULL,0.7352,NULL,0.0004,1.3,5500,11534,23000
Bloomfield College,3,0.5464,NULL,18800,38858,0.6417,0.3642,0.8211,10,31000,32407,39000
Caldwell College,3,0.6408,NULL,15081,38223,0.4293,0.5345,0.836,6.8,26499,50740,46200
Centenary College,3,0.9094,NULL,16826,44586,0.2744,0.5673,0.5817,6.9,25000,64948,41600
Drew University,3,0.7743,NULL,20195,56932,0.2928,0.6881,0.6039,2.3,27000,94248,50900
Fairleigh Dickinson University-Metropolitan Campus,3,0.7341,NULL,15474,43227,0.2527,0.465,0.3668,4.3,25000,57373,46800
Felician College,3,0.8819,NULL,17669,41750,0.4699,0.4592,0.6941,5.8,25000,48610,41400
Fairleigh Dickinson University-College at Florham,3,0.7774,NULL,18620,51159,0.3273,0.5423,0.6927,4.3,25000,57373,46800
Georgian Court University,3,0.779,NULL,16068,38533,0.4274,0.5133,0.6788,2.6,25537.5,59396,45700
Rowan University,3,0.5923,21300,NULL,26970,0.3007,0.6982,0.5836,5.2,21146,74007.5,48800
New Jersey City University,3,0.4129,9084,NULL,19058,0.561,0.3174,0.564,6.5,18000,30520,41900
Kean University,3,0.8037,10409,NULL,19462,0.4094,0.4623,0.6133,10.4,24000,44190,46800
Monmouth University,3,0.7791,NULL,17573,42307,0.2661,0.6081,0.6716,5.9,26749,91415.5,50300
Montclair State University,3,0.6532,17319,NULL,22773,0.3726,0.6339,0.6066,3.3,23875,53696,48700
New Jersey Institute of Technology,3,0.6547,12064,NULL,26700,0.3898,0.5767,0.4698,4.9,21182.5,43773,65300
Princeton University,3,0.0741,NULL,5720,55430,0.1218,0.9694,0.0482,2.3,6810,50686,75100
Rabbinical College of America,3,1,NULL,12083,22000,0.3897,0.16,0,0,NULL,31636,25800
Ramapo College of New Jersey,3,0.5526,11168,NULL,27781,0.25,0.7283,0.6063,5.3,22193,79102,48700
Rider University,3,0.7187,NULL,19092,48163,0.2618,0.6576,0.656,6.5,27000,81460,48100
Rutgers University-Camden,3,0.5859,8493,NULL,22048,0.4329,0.5582,0.6878,5.2,22250,59041,54800
Rutgers University-New Brunswick,3,0.5951,12361,NULL,28011,0.3105,0.7969,0.5591,5.2,22250,59041,54800
Rutgers University-Newark,3,0.5401,8212,NULL,22046,0.4637,0.6752,0.5501,5.2,22250,59041,54800
Saint Peter's University,3,0.5408,NULL,13507,40921,0.5196,0.5332,0.6353,6.7,25000,42545,44500
Seton Hall University,3,0.7916,NULL,20331,46869,0.2905,0.6409,0.5785,2.8,25000,69730,53300
College of Saint Elizabeth,3,0.4836,NULL,14304,43899,0.3772,0.5563,0.4866,8.3,22500,59884,44900
Stevens Institute of Technology,3,0.3816,NULL,20911,59479,0.217,0.7861,0.6589,2.6,27000,87408,82800
The Richard Stockton College of New Jersey,3,0.6211,14007,NULL,26086,0.3564,0.6549,0.667,4.4,21500,64554.5,46800
Talmudical Academy-New Jersey,3,1,NULL,3060,17520,0.7761,NULL,0,0,NULL,28951,NULL
Thomas Edison State College,3,NULL,NULL,NULL,NULL,0.1176,NULL,0.1463,4.9,11289.5,36056,49100
The College of New Jersey,3,0.4311,9398,NULL,28943,0.18,0.8443,0.5193,1.7,23196,96654.5,56800
William Paterson University of New Jersey,3,0.6811,11596,NULL,21990,0.3959,0.5012,0.6629,9.4,25382,54969,44300
Eastern New Mexico University-Main Campus,3,0.6321,8113,NULL,15021,0.4102,0.2875,0.3851,20,16166,24637,30200
Institute of American Indian and Alaska Native Culture,3,1,10065,NULL,15287,0.3944,0.25,0,34.3,NULL,11564,21300
New Mexico Highlands University,3,NULL,8988,NULL,15611,0.5654,0.1844,0.4225,16.2,13624,25447,35100
New Mexico Institute of Mining and Technology,3,0.4136,7820,NULL,17600,0.2952,0.4417,0.3495,6.9,16083,42214,52800
University of New Mexico-Main Campus,3,0.6458,7654,NULL,16822,0.3846,0.4828,0.3877,13,20500,26437,35900
New Mexico State University-Main Campus,3,0.852,8758,NULL,17290,0.4342,0.4328,0.4438,19.9,19500,26390.5,33800
Santa Fe University of Art and Design,3,0.9975,NULL,17587,41417,0.4228,0.241,0.6746,11.4,23461,40207,36200
University of the Southwest,3,NULL,NULL,15171,24154,0.5542,0.1406,0.7523,13.3,27500,26887,40600
Western New Mexico University,3,NULL,9910,NULL,15121,0.4672,0.17,0.3826,28.3,17658,20117,31200
Adelphi University,3,0.6814,NULL,21524,41559,0.2951,0.6251,0.6059,3.7,25000,54115,50600
Albany College of Pharmacy and Health Sciences,3,0.634,NULL,25555,40718,0.2215,0.7235,0.814,1,25000,80225,110600
Alfred University,3,0.698,NULL,13139,38830,0.3804,0.6216,0.7783,6.9,27000,69334,42300
Bard College,3,0.3761,NULL,18027,60280,0.1904,0.7388,0.4901,3.4,24000,86752.5,35700
Barnard College,3,0.2053,NULL,13702,59581,0.1841,0.8966,0.3183,2.4,17493,77701,57400
Berkeley College-New York,3,NULL,NULL,23630,36229,0.6345,0.3069,0.7251,14.1,29687.5,30139.5,39100
Beth Hatalmud Rabbinical College,3,1,NULL,4726,15275,0.7209,0.1176,0,0,NULL,22244.5,NULL
Beth Hamedrash Shaarei Yosher Institute,3,1,NULL,3583,12900,0.6316,0.0833,0,0,NULL,13607.5,NULL
Canisius College,3,0.7251,NULL,13596,42796,0.3012,0.6749,0.6311,5.1,25000,78118,45700
Cazenovia College,3,0.7795,NULL,11348,41576,0.4444,0.5875,0.8192,6.2,25740,54278,31900
Central Yeshiva Tomchei Tmimim Lubavitz,3,1,NULL,16383,23043,0.7776,0.0991,0,0,NULL,24339,22200
Clarkson University,3,0.6403,NULL,17191,54772,0.2813,0.7287,0.7773,2.4,27000,82272,68400
Colgate University,3,0.2638,NULL,8911,57745,0.1154,0.9086,0.2698,2.7,15625,91654,61500
Metropolitan College of New York,3,0.5487,NULL,18131,28391,0.7736,0.2444,0.8165,6.8,34375,24616.5,37300
Columbia University in the City of New York,3,0.0742,NULL,5497,61540,0.2154,0.9329,0.2659,2,19435,30939,72900
Concordia College-New York,3,0.6701,NULL,13441,36593,0.5181,0.3937,0.6855,8.4,25000,64277,45300
Cooper Union for the Advancement of Science and Art,3,0.0774,NULL,12659,56735,0.1766,0.8265,0.1918,4.9,17570,46772,53700
Cornell University,3,0.1556,NULL,9826,59572,0.1636,0.9334,0.3154,1.5,12000,81957,70900
CUNY Bernard M Baruch College,3,0.2483,5559,NULL,15112,0.4502,0.6687,0.142,6.1,11500,21425,54000
CUNY Brooklyn College,3,0.3198,4538,NULL,13903,0.4816,0.51,0.1893,8.3,11000,19691,44500
College of Staten Island CUNY,3,0.9975,5744,NULL,14298,0.4463,0.2912,0.188,11.5,16872,27650,41600
CUNY City College,3,0.341,4011,NULL,14041,0.5073,0.4201,0.1914,9,12500,20534,44500
CUNY Graduate School and University Center,3,NULL,NULL,NULL,NULL,0.2542,NULL,0.2165,6.4,12500,15555,NULL
CUNY Hunter College,3,0.2972,5258,NULL,14478,0.4097,0.5038,0.1606,5.3,10500,22554,44800
CUNY John Jay College of Criminal Justice,3,0.3405,3993,NULL,13308,0.5446,0.335,0.1671,10.3,11500,23126,43700
CUNY Lehman College,3,0.2328,3297,NULL,12957,0.5231,0.3696,0.2383,9.5,9500,20048.5,41500
CUNY Queens College,3,0.3702,4044,NULL,13676,0.3807,0.5635,0.1319,6.5,11200,22794.5,48000
CUNY York College,3,0.351,4590,NULL,13967,0.5399,0.2635,0.1087,10.1,10000,21863,38200
D'Youville College,3,0.7908,NULL,12541,32741,0.3558,0.4112,0.7475,8.2,26000,37451,48300
Daemen College,3,0.4864,NULL,10776,32649,0.3391,0.4931,0.6727,7.4,23250,56566,42900
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,3,1,NULL,NULL,NULL,0,0.4348,0,0,NULL,NULL,NULL
Dominican College of Blauvelt,3,0.7189,NULL,18585,35825,0.4339,0.3565,0.879,7.1,29250,50370,51000
Dowling College,3,0.7828,NULL,21490,39399,0.3024,0.3408,0.5425,7.4,25000,51876,43000
Elmira College,3,0.7978,NULL,21354,50608,0.3478,0.6265,0.7792,7.1,27000,73671,43600
Five Towns College,3,0.5509,NULL,27262,31557,0.4221,0.3968,0.7313,15,24915,61243,33800
Fordham University,3,0.4713,NULL,23352,56604,0.2042,0.8051,0.5467,4.2,25000,74870,55400
Hamilton College,3,0.2719,NULL,7245,57420,0.1375,0.9295,0.3445,1.8,16500,99145,57300
Hartwick College,3,0.8424,NULL,21054,48699,0.3228,0.5708,0.6887,5.2,27000,77126,46100
Hilbert College,3,0.8127,NULL,11509,25575,0.4714,0.4106,0.6805,11,25739.5,47181,39000
Hobart William Smith Colleges,3,0.4944,NULL,19876,57699,0.1846,0.79,0.5497,2.4,27000,95616.5,48600
Hofstra University,3,0.5871,NULL,27626,49604,0.2257,0.6212,0.5565,5.2,23900,74751,53200
Houghton College,3,0.9108,NULL,17804,38352,0.3758,0.7386,0.6783,2.4,23500,62241.5,39200
Iona College,3,0.9212,NULL,21242,44623,0.2424,0.6258,0.5797,4.3,25250,79521,52700
Ithaca College,3,0.666,NULL,22523,53521,0.1941,0.7575,0.686,1.7,26300,92718,50400
Jewish Theological Seminary of America,3,0.5505,NULL,-5895,32130,0,0.975,0.3721,1.5,16000,115869,NULL
The Juilliard School,3,0.0734,NULL,18821,53212,0.1463,0.8774,0.3875,1.5,24277,63553.5,30100
Kehilath Yakov Rabbinical Seminary,3,NULL,NULL,6142,11900,0.8919,0.7619,0,0,NULL,13112,NULL
Keuka College,3,0.8778,NULL,22572,42008,0.371,0.4818,0.6431,5.9,26897.5,56190,43300
LIM College,3,0.7502,NULL,31202,41111,0.3128,0.4586,0.677,8.4,26184,69085,48900
Le Moyne College,3,0.619,NULL,15975,42068,0.3234,0.7383,0.697,5.1,25750,62276,48800
LIU Brooklyn,3,0.869,NULL,22308,42712,0.6039,0.3017,0.7197,9.5,25000,15328,46000
LIU Post,3,0.8067,NULL,22891,44701,0.1752,0.3902,0.3043,9.5,25000,39528,46000
LIU Brentwood,3,NULL,NULL,NULL,NULL,0.4667,NULL,0.8,9.5,25000,39528,46000
Machzikei Hadath Rabbinical College,3,1,NULL,8897,18525,0.7808,0.4348,0,0,NULL,15548,NULL
Manhattan College,3,0.6617,NULL,19582,44895,0.2895,0.7373,0.6361,4,25500,94555,63600
Manhattan School of Music,3,0.3431,NULL,37813,53903,0.1586,0.7213,0.3441,3.1,23950,57440,22700
Manhattanville College,3,0.7674,NULL,19083,49907,0.348,0.5832,0.6377,4.9,26000,68915,46300
Marist College,3,0.3745,NULL,25757,45962,0.1612,0.8037,0.5628,2,25500,104976.5,54400
Marymount Manhattan College,3,0.7463,NULL,26643,45323,0.2602,0.4426,0.6687,8.6,23000,75779,39500
Medaille College,3,0.5429,NULL,11125,30598,0.493,0.4914,0.8454,9.1,25000,50094,38200
Mercy College,3,0.5724,NULL,13193,26740,0.5653,0.3346,0.5677,5.5,22628.5,28188,38000
Mesivta Torah Vodaath Rabbinical Seminary,3,0.9167,NULL,9793,21283,0.3873,0.6471,0,0,NULL,24649,NULL
Mesivtha Tifereth Jerusalem of America,3,0.8,NULL,7962,14400,0.5077,0.5385,0,0,NULL,27608,NULL
Mirrer Yeshiva Cent Institute,3,NULL,NULL,4691,12587,0.4855,0.0959,0,0,NULL,18480.5,14100
Molloy College,3,0.7267,NULL,18040,36702,0.3316,0.6622,0.7941,3.9,27000,58419,57500
Mount Saint Mary College,3,0.86,NULL,18781,38808,0.3342,0.522,0.7213,6.1,25000,69110,47600
College of Mount Saint Vincent,3,0.731,NULL,17382,37738,0.5515,0.5152,0.9077,7.9,28500,53055.5,51900
Nazareth College,3,0.6839,NULL,24824,41298,0.3069,0.6798,0.7771,2.5,26497.5,76650,43900
The College of New Rochelle,3,0.5695,NULL,32935,43273,0.7552,0.2634,0.6525,16.9,21525,18962,37400
