INSTNM,ADM_RATE,NPT4_048_ALL,COSTT4_A,PCTPELL,C150_4,PCTFLOAN,CDR3,GRAD_DEBT_MDN,md_faminc,md_earn_wne_p10
Conception Seminary College,0.9524,23.366,30.766,0.3,0.6111,0.3,7.3,NULL,45.4135,NULL
Culver-Stockton College,0.5926,13.62,33.741,0.4785,0.4455,0.7906,10,25.5,59.583,36.1
Drury University,0.8095,23.876,32.556,0.9259,0.5741,0.5407,17.1,23.5,31.5625,32.2
Evangel University,0.6425,18.385,30.988,0.4662,0.5291,0.9271,7,22.975,58.776,34
Fontbonne University,0.6524,14.917,30.833,0.3852,0.4093,0.6967,8.1,27.75,45.291,40.2
Hannibal-LaGrange University,0.6814,13.835,27.56,0.3819,0.6567,0.5661,8,19.875,49.635,33.9
Harris-Stowe State University,NULL,9.925,15.61,0.7554,0.1037,0.814,29.6,24.7125,19.45,27.9
Barnes-Jewish College Goldfarb School of Nursing,NULL,NULL,NULL,0.2276,NULL,0.7943,1.7,20,40.8745,54.9
Kansas City Art Institute,0.643,20.284,45.824,0.4015,0.5789,0.6825,12.8,27,67.036,25.8
Kenrick Glennon Seminary,0.9091,NULL,NULL,0.075,NULL,0,0,NULL,NULL,NULL
Lincoln University,NULL,9.116,14.906,0.541,0.2439,0.7856,25.4,26.625,30.16,30.3
Lindenwood University,0.6629,19.687,30.193,0.352,0.4484,0.6477,4,27,62.127,39.7
Logan University,NULL,NULL,NULL,0.1458,NULL,0.6042,2.9,7.05,12.339,36.2
Maryville University of Saint Louis,0.7611,21.75,37.968,0.3376,0.6735,0.6802,6,24.99,65.418,44.5
Westwood College-O'Hare Airport,NULL,24.827,29.479,0.7715,0.3676,0.7358,20.8,31.126,25.671,32.4
Missouri Baptist University,0.6095,14.706,30.542,0.2158,0.4407,0.3499,7.8,22,50.7395,33.1
Missouri Southern State University,0.9728,8.171,14.143,0.6068,0.3708,0.6786,15.8,21.5,32.426,32.8
Missouri Valley College,0.2218,14.674,28.754,0.4636,0.2494,0.6479,10,26.8,49.2235,33.4
Missouri Western State University,NULL,8.536,15.242,0.4253,0.3412,0.5339,16.5,23.306,38.705,32.4
University of Missouri-Columbia,0.7861,13.184,22.387,0.216,0.7012,0.4864,5.5,22.5,80.5085,46
University of Missouri-Kansas City,0.33,15.664,23.437,0.3208,0.5131,0.4868,9.8,21.187,40.642,43.1
Missouri University of Science and Technology,0.8215,11.736,22.102,0.2587,0.6257,0.5401,3.8,25,71.244,65.5
University of Missouri-St Louis,0.7419,10.362,22.474,0.3036,0.4567,0.4279,8.6,22,37.821,40.4
Truman State University,0.7219,9.258,19.689,0.1895,0.7168,0.437,3.8,21.894,80.91,42.7
Northwest Missouri State University,0.7241,7.947,17.005,0.3557,0.5017,0.5949,9.5,24.49,62.3655,38.9
Ozark Christian College,NULL,10.721,18.674,0.4523,0.4806,0.5712,7,19,46.996,28.2
College of the Ozarks,0.1301,11.07,26.813,0.6166,0.6454,0,0,NULL,32.6745,31.7
Park University,0.9638,11.458,21.351,0.321,0.4345,0.44,9.8,21.126,34.549,43.9
Research College of Nursing,NULL,NULL,NULL,0.1197,NULL,0.3463,7.7,15,36.5105,54.9
Rockhurst University,0.7543,16.363,40.582,0.1736,0.6921,0.5954,5.7,20.1625,73.9055,47.6
Saint Louis University,0.6443,27.096,52.413,0.1415,0.6974,0.348,4.7,25,87.461,55.2
Saint Louis Christian College,0.9886,9.16,28.581,0.5772,0.25,0.7439,14,24,44.0695,29.7
Southwest Baptist University,0.9022,16.274,28.948,0.4257,0.5185,0.5813,9.9,21.22,45.7795,32.8
Saint Luke's College of Health Sciences,NULL,NULL,NULL,0.2786,NULL,0.7023,1.8,23.8,51.2665,60.4
Stephens College,0.6756,21.202,41.309,0.5929,0.5856,0.8529,8.4,26.25,58.312,30.7
Southeast Missouri State University,0.8546,9.546,17.093,0.3558,0.4891,0.5127,11.6,22.459,47.781,36
Missouri State University-Springfield,0.851,11.956,19.117,0.3198,0.5337,0.5083,7.9,22.375,57.8695,37.2
Washington University in St Louis,0.1555,9.464,62.594,0.0616,0.9404,0.2207,3,20.125,77.9475,62.3
Webster University,0.5806,16.581,37.363,0.3501,0.5942,0.6536,5.6,25,61.052,39.4
Westminster College_1,0.719,17.323,33.354,0.2844,0.6906,0.7596,9.1,27,64.767,41.5
William Jewell College,0.5778,19.204,42.688,0.2757,0.5868,0.6559,5.2,26,75.9905,40.3
William Woods University,0.7514,18.806,33.016,0.3406,0.565,0.6207,4.8,22.6505,58.119,34.2
Carroll College,0.53,19.145,38.575,0.2167,0.6738,0.5598,1.7,27,68.497,44
Montana State University-Billings,NULL,11.368,15.753,0.3917,0.4779,0.5305,11.4,19,33.434,32.5
University of Great Falls,0.7272,15.194,31.31,0.4209,0.2963,0.5749,9.3,25,31.885,31
Montana Tech of the University of Montana,0.8891,9.657,16.434,0.3597,0.4931,0.4962,14,19.4955,33.463,39.8
Montana State University,0.8449,13.756,18.486,0.3161,0.4941,0.4913,5.7,24.801,49.742,39.7
The University of Montana,0.9423,11.187,17.44,0.3912,0.4708,0.5602,10.2,24.7765,36.634,34.1
Montana State University-Northern,1,13.134,17.29,0.4913,0.3656,0.6187,12.7,18.0225,30.602,35.3
Rocky Mountain College,0.6683,14.563,32.987,0.3734,0.4033,0.711,3.4,26,52.101,38.2
The University of Montana-Western,NULL,8.519,14.947,0.4235,0.3704,0.586,13.2,25.5235,35.528,31.7
Bellevue University,NULL,20.125,20.25,0.2997,0.3942,0.4536,5.3,18,46.109,52.2
Clarkson College,0.6056,16.246,22.322,0.3776,0.4839,0.7565,2.3,27.245,60.0855,48.1
Bryan College of Health Sciences,0.7167,20.82,26.429,0.3574,0.5556,0.7082,3.9,26.21,49.522,50.5
Chadron State College,NULL,8.475,15.402,0.334,0.3325,0.4565,9.5,20.401,44.918,37.5
Concordia University-Nebraska,0.7152,15.501,33.226,0.2242,0.6364,0.5395,3.6,25,68.665,36.6
Creighton University,0.7665,20.107,46.248,0.191,0.7592,0.7041,2,23.75,80.6695,57.8
Doane College-Crete,0.7173,17.774,36.37,0.3386,0.6062,0.8425,2.7,22.529,56.267,42.3
Grace University,0.5846,9.261,27.873,0.4906,0.5244,0.655,2,19.5,49.3455,33.4
Hastings College,0.7364,17.852,35.673,0.3124,0.5762,0.6912,4.8,27,72.062,40.4
University of Nebraska at Kearney,0.8486,11.972,19.212,0.3442,0.5322,0.5002,5.1,21.697,55.1655,38.8
Nebraska Methodist College of Nursing & Allied Health,0.3333,15.103,23.987,0.3497,0.68,0.786,2.4,25,48.876,43.9
Midland University,0.6832,18.794,36.214,0.4339,0.493,0.804,7.9,24.25,64.32,40.1
Nebraska Christian College,NULL,15.348,22.658,0.6861,0.2444,0.8248,10.7,27,51.044,23.8
University of Nebraska at Omaha,0.7078,9.72,16.86,0.3252,0.4211,0.4683,5.7,21,57.671,41.8
University of Nebraska Medical Center,NULL,NULL,NULL,0.2274,NULL,0.6682,0.8,16,46.6185,64.2
Nebraska Wesleyan University,0.7689,17.848,36.429,0.2688,0.6849,0.6626,3,27,74.606,45.5
University of Nebraska-Lincoln,0.6404,11.609,21.024,0.1979,0.6678,0.4022,4.4,22.5,72.1405,43.8
Peru State College,NULL,10.534,15.207,0.3296,0.401,0.4704,10.3,21.282,44.7525,35.8
College of Saint Mary,0.5701,15.987,36.592,0.4271,0.4194,0.7366,8,25.5,35.766,35.8
Wayne State College,NULL,8.833,15.002,0.3967,0.4557,0.6599,6.4,21.27,54.8765,36.4
York College,0.489,16.4,26.127,0.4936,0.3933,0.75,9.6,27,60.482,32.3
The Art Institute of Las Vegas,NULL,23.795,29.598,0.6488,0.3209,0.8525,24.6,21.599,35.404,25.2
University of Nevada-Las Vegas,0.8512,9.493,17.478,0.3351,0.4288,0.3687,8.8,19.491,36.3985,43.5
University of Nevada-Reno,0.8396,12.821,21.398,0.2884,0.5139,0.3853,5.1,18.7435,45.534,45.5
Sierra Nevada College,NULL,21.434,44.6,0.3746,0.5522,0.6087,4.8,22.5,43.182,42.5
Colby-Sawyer College,0.8312,17.9,50.644,0.3355,0.5439,0.7576,6.4,27,90.572,38.6
Daniel Webster College,0.5992,21.679,27.321,0.3661,0.5356,0.8729,7.6,27,74.352,51.9
Dartmouth College,0.0978,7.648,61.398,0.1364,0.947,0.2454,1.4,11.625,78.815,67.1
Franklin Pierce University,0.8472,23.639,44.41,0.2441,0.4409,0.669,6.8,27,68.287,38
New England College,0.8997,27.02,46.261,0.448,0.3979,0.7249,7.8,27,72.2325,35.6
Southern New Hampshire University,0.7866,29.309,39.677,0.4058,0.542,0.6931,6.8,22.5,56.925,41.8
University of New Hampshire-Main Campus,0.7784,17.448,29.52,0.2238,0.7919,0.676,2.9,27,88.997,47.3
Keene State College,0.8185,16.464,24.614,0.2387,0.634,0.7316,4,26,83.694,39.9
University of New Hampshire at Manchester,0.7306,14.984,21.507,0.2473,0.4234,0.5114,2.9,27,88.997,47.3
Plymouth State University,0.7748,15.729,24.828,0.2697,0.5596,0.752,6.4,27,83.925,37.7
Rivier University,0.8928,18.73,39.525,0.2758,0.5907,0.6209,4.3,27,77.445,42.8
Saint Anselm College,0.7365,23.353,48.016,0.1673,0.7447,0.7405,1.9,27,101.953,55.3
Granite State College,NULL,14.232,17.576,0.4942,0.0857,0.6729,10.3,17.665,35.044,32.1
Thomas More College of Liberal Arts,NULL,16.52,31.3,0.4526,0.4583,0.6737,7,27,74.918,NULL
Berkeley College-Woodland Park,NULL,18.178,34.369,0.6876,0.3118,0.837,20.3,21.086,36.173,36.6
Beth Medrash Govoha,NULL,NULL,NULL,0.7352,NULL,0.0004,1.3,5.5,11.534,23
Bloomfield College,0.5464,18.8,38.858,0.6417,0.3642,0.8211,10,31,32.407,39
Caldwell College,0.6408,15.081,38.223,0.4293,0.5345,0.836,6.8,26.499,50.74,46.2
Centenary College,0.9094,16.826,44.586,0.2744,0.5673,0.5817,6.9,25,64.948,41.6
Drew University,0.7743,20.195,56.932,0.2928,0.6881,0.6039,2.3,27,94.248,50.9
Fairleigh Dickinson University-Metropolitan Campus,0.7341,15.474,43.227,0.2527,0.465,0.3668,4.3,25,57.373,46.8
Felician College,0.8819,17.669,41.75,0.4699,0.4592,0.6941,5.8,25,48.61,41.4
Fairleigh Dickinson University-College at Florham,0.7774,18.62,51.159,0.3273,0.5423,0.6927,4.3,25,57.373,46.8
Georgian Court University,0.779,16.068,38.533,0.4274,0.5133,0.6788,2.6,25.5375,59.396,45.7
Rowan University,0.5923,21.3,26.97,0.3007,0.6982,0.5836,5.2,21.146,74.0075,48.8
New Jersey City University,0.4129,9.084,19.058,0.561,0.3174,0.564,6.5,18,30.52,41.9
Kean University,0.8037,10.409,19.462,0.4094,0.4623,0.6133,10.4,24,44.19,46.8
Monmouth University,0.7791,17.573,42.307,0.2661,0.6081,0.6716,5.9,26.749,91.4155,50.3
Montclair State University,0.6532,17.319,22.773,0.3726,0.6339,0.6066,3.3,23.875,53.696,48.7
New Jersey Institute of Technology,0.6547,12.064,26.7,0.3898,0.5767,0.4698,4.9,21.1825,43.773,65.3
Princeton University,0.0741,5.72,55.43,0.1218,0.9694,0.0482,2.3,6.81,50.686,75.1
Rabbinical College of America,1,12.083,22,0.3897,0.16,0,0,NULL,31.636,25.8
Ramapo College of New Jersey,0.5526,11.168,27.781,0.25,0.7283,0.6063,5.3,22.193,79.102,48.7
Rider University,0.7187,19.092,48.163,0.2618,0.6576,0.656,6.5,27,81.46,48.1
Rutgers University-Camden,0.5859,8.493,22.048,0.4329,0.5582,0.6878,5.2,22.25,59.041,54.8
Rutgers University-New Brunswick,0.5951,12.361,28.011,0.3105,0.7969,0.5591,5.2,22.25,59.041,54.8
Rutgers University-Newark,0.5401,8.212,22.046,0.4637,0.6752,0.5501,5.2,22.25,59.041,54.8
Saint Peter's University,0.5408,13.507,40.921,0.5196,0.5332,0.6353,6.7,25,42.545,44.5
Seton Hall University,0.7916,20.331,46.869,0.2905,0.6409,0.5785,2.8,25,69.73,53.3
College of Saint Elizabeth,0.4836,14.304,43.899,0.3772,0.5563,0.4866,8.3,22.5,59.884,44.9
Stevens Institute of Technology,0.3816,20.911,59.479,0.217,0.7861,0.6589,2.6,27,87.408,82.8
The Richard Stockton College of New Jersey,0.6211,14.007,26.086,0.3564,0.6549,0.667,4.4,21.5,64.5545,46.8
Talmudical Academy-New Jersey,1,3.06,17.52,0.7761,NULL,0,0,NULL,28.951,NULL
Thomas Edison State College,NULL,NULL,NULL,0.1176,NULL,0.1463,4.9,11.2895,36.056,49.1
The College of New Jersey,0.4311,9.398,28.943,0.18,0.8443,0.5193,1.7,23.196,96.6545,56.8
William Paterson University of New Jersey,0.6811,11.596,21.99,0.3959,0.5012,0.6629,9.4,25.382,54.969,44.3
Eastern New Mexico University-Main Campus,0.6321,8.113,15.021,0.4102,0.2875,0.3851,20,16.166,24.637,30.2
Institute of American Indian and Alaska Native Culture,1,10.065,15.287,0.3944,0.25,0,34.3,NULL,11.564,21.3
New Mexico Highlands University,NULL,8.988,15.611,0.5654,0.1844,0.4225,16.2,13.624,25.447,35.1
New Mexico Institute of Mining and Technology,0.4136,7.82,17.6,0.2952,0.4417,0.3495,6.9,16.083,42.214,52.8
University of New Mexico-Main Campus,0.6458,7.654,16.822,0.3846,0.4828,0.3877,13,20.5,26.437,35.9
New Mexico State University-Main Campus,0.852,8.758,17.29,0.4342,0.4328,0.4438,19.9,19.5,26.3905,33.8
Santa Fe University of Art and Design,0.9975,17.587,41.417,0.4228,0.241,0.6746,11.4,23.461,40.207,36.2
University of the Southwest,NULL,15.171,24.154,0.5542,0.1406,0.7523,13.3,27.5,26.887,40.6
Western New Mexico University,NULL,9.91,15.121,0.4672,0.17,0.3826,28.3,17.658,20.117,31.2
Adelphi University,0.6814,21.524,41.559,0.2951,0.6251,0.6059,3.7,25,54.115,50.6
Albany College of Pharmacy and Health Sciences,0.634,25.555,40.718,0.2215,0.7235,0.814,1,25,80.225,110.6
Alfred University,0.698,13.139,38.83,0.3804,0.6216,0.7783,6.9,27,69.334,42.3
Bard College,0.3761,18.027,60.28,0.1904,0.7388,0.4901,3.4,24,86.7525,35.7
Barnard College,0.2053,13.702,59.581,0.1841,0.8966,0.3183,2.4,17.493,77.701,57.4
Berkeley College-New York,NULL,23.63,36.229,0.6345,0.3069,0.7251,14.1,29.6875,30.1395,39.1
Beth Hatalmud Rabbinical College,1,4.726,15.275,0.7209,0.1176,0,0,NULL,22.2445,NULL
Beth Hamedrash Shaarei Yosher Institute,1,3.583,12.9,0.6316,0.0833,0,0,NULL,13.6075,NULL
Canisius College,0.7251,13.596,42.796,0.3012,0.6749,0.6311,5.1,25,78.118,45.7
Cazenovia College,0.7795,11.348,41.576,0.4444,0.5875,0.8192,6.2,25.74,54.278,31.9
Central Yeshiva Tomchei Tmimim Lubavitz,1,16.383,23.043,0.7776,0.0991,0,0,NULL,24.339,22.2
Clarkson University,0.6403,17.191,54.772,0.2813,0.7287,0.7773,2.4,27,82.272,68.4
Colgate University,0.2638,8.911,57.745,0.1154,0.9086,0.2698,2.7,15.625,91.654,61.5
Metropolitan College of New York,0.5487,18.131,28.391,0.7736,0.2444,0.8165,6.8,34.375,24.6165,37.3
Columbia University in the City of New York,0.0742,5.497,61.54,0.2154,0.9329,0.2659,2,19.435,30.939,72.9
Concordia College-New York,0.6701,13.441,36.593,0.5181,0.3937,0.6855,8.4,25,64.277,45.3
Cooper Union for the Advancement of Science and Art,0.0774,12.659,56.735,0.1766,0.8265,0.1918,4.9,17.57,46.772,53.7
Cornell University,0.1556,9.826,59.572,0.1636,0.9334,0.3154,1.5,12,81.957,70.9
CUNY Bernard M Baruch College,0.2483,5.559,15.112,0.4502,0.6687,0.142,6.1,11.5,21.425,54
CUNY Brooklyn College,0.3198,4.538,13.903,0.4816,0.51,0.1893,8.3,11,19.691,44.5
College of Staten Island CUNY,0.9975,5.744,14.298,0.4463,0.2912,0.188,11.5,16.872,27.65,41.6
CUNY City College,0.341,4.011,14.041,0.5073,0.4201,0.1914,9,12.5,20.534,44.5
CUNY Graduate School and University Center,NULL,NULL,NULL,0.2542,NULL,0.2165,6.4,12.5,15.555,NULL
CUNY Hunter College,0.2972,5.258,14.478,0.4097,0.5038,0.1606,5.3,10.5,22.554,44.8
CUNY John Jay College of Criminal Justice,0.3405,3.993,13.308,0.5446,0.335,0.1671,10.3,11.5,23.126,43.7
CUNY Lehman College,0.2328,3.297,12.957,0.5231,0.3696,0.2383,9.5,9.5,20.0485,41.5
CUNY Queens College,0.3702,4.044,13.676,0.3807,0.5635,0.1319,6.5,11.2,22.7945,48
CUNY York College,0.351,4.59,13.967,0.5399,0.2635,0.1087,10.1,10,21.863,38.2
D'Youville College,0.7908,12.541,32.741,0.3558,0.4112,0.7475,8.2,26,37.451,48.3
Daemen College,0.4864,10.776,32.649,0.3391,0.4931,0.6727,7.4,23.25,56.566,42.9
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,1,NULL,NULL,0,0.4348,0,0,NULL,NULL,NULL
Dominican College of Blauvelt,0.7189,18.585,35.825,0.4339,0.3565,0.879,7.1,29.25,50.37,51
Dowling College,0.7828,21.49,39.399,0.3024,0.3408,0.5425,7.4,25,51.876,43
Elmira College,0.7978,21.354,50.608,0.3478,0.6265,0.7792,7.1,27,73.671,43.6
Five Towns College,0.5509,27.262,31.557,0.4221,0.3968,0.7313,15,24.915,61.243,33.8
Fordham University,0.4713,23.352,56.604,0.2042,0.8051,0.5467,4.2,25,74.87,55.4
Hamilton College,0.2719,7.245,57.42,0.1375,0.9295,0.3445,1.8,16.5,99.145,57.3
Hartwick College,0.8424,21.054,48.699,0.3228,0.5708,0.6887,5.2,27,77.126,46.1
Hilbert College,0.8127,11.509,25.575,0.4714,0.4106,0.6805,11,25.7395,47.181,39
Hobart William Smith Colleges,0.4944,19.876,57.699,0.1846,0.79,0.5497,2.4,27,95.6165,48.6
Hofstra University,0.5871,27.626,49.604,0.2257,0.6212,0.5565,5.2,23.9,74.751,53.2
Houghton College,0.9108,17.804,38.352,0.3758,0.7386,0.6783,2.4,23.5,62.2415,39.2
Iona College,0.9212,21.242,44.623,0.2424,0.6258,0.5797,4.3,25.25,79.521,52.7
Ithaca College,0.666,22.523,53.521,0.1941,0.7575,0.686,1.7,26.3,92.718,50.4
Jewish Theological Seminary of America,0.5505,-5.895,32.13,0,0.975,0.3721,1.5,16,115.869,NULL
The Juilliard School,0.0734,18.821,53.212,0.1463,0.8774,0.3875,1.5,24.277,63.5535,30.1
Kehilath Yakov Rabbinical Seminary,NULL,6.142,11.9,0.8919,0.7619,0,0,NULL,13.112,NULL
Keuka College,0.8778,22.572,42.008,0.371,0.4818,0.6431,5.9,26.8975,56.19,43.3
LIM College,0.7502,31.202,41.111,0.3128,0.4586,0.677,8.4,26.184,69.085,48.9
Le Moyne College,0.619,15.975,42.068,0.3234,0.7383,0.697,5.1,25.75,62.276,48.8
LIU Brooklyn,0.869,22.308,42.712,0.6039,0.3017,0.7197,9.5,25,15.328,46
LIU Post,0.8067,22.891,44.701,0.1752,0.3902,0.3043,9.5,25,39.528,46
LIU Brentwood,NULL,NULL,NULL,0.4667,NULL,0.8,9.5,25,39.528,46
Machzikei Hadath Rabbinical College,1,8.897,18.525,0.7808,0.4348,0,0,NULL,15.548,NULL
Manhattan College,0.6617,19.582,44.895,0.2895,0.7373,0.6361,4,25.5,94.555,63.6
Manhattan School of Music,0.3431,37.813,53.903,0.1586,0.7213,0.3441,3.1,23.95,57.44,22.7
Manhattanville College,0.7674,19.083,49.907,0.348,0.5832,0.6377,4.9,26,68.915,46.3
Marist College,0.3745,25.757,45.962,0.1612,0.8037,0.5628,2,25.5,104.9765,54.4
Marymount Manhattan College,0.7463,26.643,45.323,0.2602,0.4426,0.6687,8.6,23,75.779,39.5
Medaille College,0.5429,11.125,30.598,0.493,0.4914,0.8454,9.1,25,50.094,38.2
Mercy College,0.5724,13.193,26.74,0.5653,0.3346,0.5677,5.5,22.6285,28.188,38
Mesivta Torah Vodaath Rabbinical Seminary,0.9167,9.793,21.283,0.3873,0.6471,0,0,NULL,24.649,NULL
Mesivtha Tifereth Jerusalem of America,0.8,7.962,14.4,0.5077,0.5385,0,0,NULL,27.608,NULL
Mirrer Yeshiva Cent Institute,NULL,4.691,12.587,0.4855,0.0959,0,0,NULL,18.4805,14.1
Molloy College,0.7267,18.04,36.702,0.3316,0.6622,0.7941,3.9,27,58.419,57.5
Mount Saint Mary College,0.86,18.781,38.808,0.3342,0.522,0.7213,6.1,25,69.11,47.6
College of Mount Saint Vincent,0.731,17.382,37.738,0.5515,0.5152,0.9077,7.9,28.5,53.0555,51.9
Nazareth College,0.6839,24.824,41.298,0.3069,0.6798,0.7771,2.5,26.4975,76.65,43.9
The College of New Rochelle,0.5695,32.935,43.273,0.7552,0.2634,0.6525,16.9,21.525,18.962,37.4
The New School,0.6659,29.703,57.203,0.2361,0.6336,0.4127,5.3,25.4945,48.618,39.4
New York University,0.2605,26.524,60.059,0.1987,0.8331,0.4131,2.5,23.25,74.827,58.8
Niagara University,0.6633,12.937,38.829,0.2916,0.6513,0.644,6.7,25.65,77.5075,44
New York Institute of Technology,0.7407,19.83,39.014,0.3724,0.4705,0.5407,7.1,25.485,40.6095,49.4
Nyack College,0.9671,15.954,34.586,0.5544,0.4276,0.8471,9.1,27,44.111,38.1
Ohr Hameir Theological Seminary,1,NULL,17.6,0.6627,0,0,0,NULL,20.5615,NULL
Pace University-New York,0.7683,20.172,50.625,0.3557,0.5146,0.5818,5.9,25,50.322,58.4
Paul Smiths College of Arts and Science,0.7474,20.137,38.86,0.4338,0.4084,0.8197,11.8,23.25,60.511,32.2
Polytechnic Institute of New York University,0.7523,21.674,50.199,0.4471,0.5714,0.5746,2.5,23.25,35.393,73.5
Davis College,0.5859,10.653,21.593,0.46,0.4211,0.4429,9.7,23.85,42.2735,28.3
Pratt Institute-Main,0.5572,37.951,54.582,0.2622,0.6277,0.4808,6.6,27,59.029,38.2
Rabbinical Academy Mesivta Rabbi Chaim Berlin,1,4.181,18.4,0.2098,0.3889,0,0,NULL,51.399,NULL
Rabbinical College Bobover Yeshiva Bnei Zion,NULL,4.185,13.955,0.8022,0.7895,0,0,NULL,15.941,14.6
Rabbinical College Beth Shraga,1,6.45,18.75,0.2273,0.0833,0,0,NULL,30.199,NULL
Rabbinical Seminary M'kor Chaim,1,NULL,NULL,0,0.0625,0,NULL,NULL,36.222,NULL
Rabbinical College of Long Island,NULL,NULL,NULL,0.3978,0.0278,0,0,NULL,47.03,NULL
Rabbinical Seminary of America,NULL,8.105,17.3,0.2171,0.3855,0,0,NULL,39.6395,NULL
Rensselaer Polytechnic Institute,0.412,23.833,59.47,0.166,0.8494,0.5866,1.9,27.8355,94.7175,81.7
Roberts Wesleyan College,0.726,15.518,38.826,0.4377,0.6057,0.8074,4.9,23.2,57.714,41.9
Rochester Institute of Technology,0.6016,21.337,45.772,0.3128,0.6388,0.6848,5.2,27,72.166,56.9
University of Rochester,0.3568,15.386,59.156,0.1844,0.8518,0.5253,2.5,26,85.192,55.5
The Sage Colleges,0.5664,14.834,40.437,0.4641,0.5802,0.7898,5.2,22.4085,51.423,39.3
St Bonaventure University,0.7999,16.689,41.265,0.2888,0.666,0.7044,5.6,27,85.354,45.2
St Francis College,0.6433,9.448,24.739,0.4315,0.5209,0.5035,11.2,24,34.186,49
St Lawrence University,0.4643,13.568,57.423,0.1835,0.8038,0.5575,2.2,27,90.213,45.5
The College of Saint Rose,0.7751,18.75,40.267,0.3669,0.6645,0.7779,4.9,25,78.174,42.7
St Thomas Aquinas College,0.8224,16.032,36.823,0.2355,0.5278,0.4761,6.1,23.2,80.256,48
Sarah Lawrence College,0.6166,23.607,62.636,0.1944,0.6915,0.6127,3.3,14.812,65.944,39.7
Sh'or Yoshuv Rabbinical College,NULL,3.511,18.3,0.2866,0.5417,0,0,NULL,5.658,NULL
Siena College,0.6805,17.712,45.452,0.2234,0.7964,0.7079,2.2,26.974,93.663,55.1
Skidmore College,0.3505,9.183,58.562,0.1462,0.8592,0.3211,3.3,20.5,79.221,43.1
Saint Joseph's College-New York,0.7538,10.292,25.29,0.3161,0.7158,0.5391,4.2,22.35,66.404,51.8
Saint John Fisher College,0.6277,15.528,39.014,0.3206,0.7253,0.7973,4.4,25,77.096,44.8
St John's University-New York,0.5316,25.897,50.233,0.3083,0.557,0.5684,9.3,25.92,49.731,54.1
Farmingdale State College,0.5264,5.901,15.258,0.2708,0.4574,0.3193,7.6,15.393,44.234,45.6
SUNY at Albany,0.5545,11.019,21.249,0.3747,0.6638,0.6069,5.9,21.5,60.558,50.9
SUNY at Binghamton,0.4287,10.804,21.966,0.269,0.8077,0.4836,3.5,20.5,57.8655,58.4
University at Buffalo,0.5652,10.028,20.885,0.2835,0.72,0.4677,4.5,20.1,56.636,49.7
Stony Brook University,0.3948,9.109,20.611,0.3515,0.6593,0.4563,5.1,20.173,42.408,55.5
SUNY College of Environmental Science and Forestry,0.5052,11.836,22.55,0.2676,0.716,0.5757,3.7,20,67.355,44.6
SUNY Institute of Technology at Utica-Rome,0.4754,8.703,19.843,0.3845,0.4778,0.5446,6.3,18,40.8365,47.9
SUNY College at Brockport,0.4774,9.424,19.511,0.4081,0.6676,0.7085,5.6,21.5,62.559,40.1
Buffalo State SUNY,0.4853,8.021,18.088,0.4594,0.4892,0.6466,8.8,21.6655,45.557,38.9
SUNY College at Cortland,0.4683,11.692,21.84,0.2687,0.6951,0.6861,3.6,21.654,77.2745,45.3
SUNY at Fredonia,0.5154,11.295,20.802,0.3498,0.6443,0.705,6.5,24.25,75.2695,40.6
SUNY College at Geneseo,0.4566,11.123,21.004,0.2269,0.7794,0.4918,2,20.5,84.076,46.7
State University of New York at New Paltz,0.4359,9.844,20.428,0.2798,0.7049,0.5366,4.6,20.5,59.391,46
